len,packet_id,flags,ttl,protocol,checksum,source_port,destination_port,test
40,54547,0,38,6,64605,23000,39626,1
40,76,2,64,6,30501,39626,23000,1
40,57069,0,38,6,62083,23000,39626,1
63,11853,2,64,17,2316,34766,53,1
63,11854,2,64,17,2315,34766,53,1
63,13633,0,38,17,23576,53,34766,1
63,46602,0,38,17,56142,53,34766,1
60,36939,2,64,6,59153,39628,23000,1
48,33533,0,38,6,20076,23000,39628,1
40,36940,2,64,6,59172,39628,23000,1
121,36941,2,64,6,59090,39628,23000,1
40,547,0,38,6,53070,23000,39628,1
321,58694,0,38,6,60177,23000,39628,1
40,36942,2,64,6,59170,39628,23000,1
40,39398,0,38,6,14219,23000,39628,1
40,36943,2,64,6,59169,39628,23000,1
40,23883,0,38,6,29734,23000,39628,1
60,26118,2,64,6,4439,39630,23000,1
48,36271,0,38,6,17338,23000,39630,1
40,26119,2,64,6,4458,39630,23000,1
121,26120,2,64,6,4376,39630,23000,1
40,20140,0,38,6,33477,23000,39630,1
321,50507,0,38,6,2829,23000,39630,1
40,26121,2,64,6,4456,39630,23000,1
40,30549,0,38,6,23068,23000,39630,1
40,26122,2,64,6,4455,39630,23000,1
40,10838,0,38,6,42779,23000,39630,1
61,11946,2,64,17,2225,55896,53,1
61,11947,2,64,17,2224,55896,53,1
61,52367,0,38,17,50379,53,55896,1
61,14148,0,38,17,23063,53,55896,1
60,56877,2,64,6,39215,39632,23000,1
48,27617,0,38,6,25992,23000,39632,1
40,56878,2,64,6,39234,39632,23000,1
121,56879,2,64,6,39152,39632,23000,1
40,49228,0,38,6,4389,23000,39632,1
321,54959,0,38,6,63912,23000,39632,1
40,56880,2,64,6,39232,39632,23000,1
40,5346,0,38,6,48271,23000,39632,1
40,56881,2,64,6,39231,39632,23000,1
40,54486,0,38,6,64666,23000,39632,1
60,12066,2,64,17,2106,54437,53,1
60,12067,2,64,17,2105,54437,53,1
60,24733,0,38,17,12479,53,54437,1
60,2982,0,38,17,34230,53,54437,1
60,61686,2,64,6,34406,39634,23000,1
48,19308,0,38,6,34301,23000,39634,1
40,61687,2,64,6,34425,39634,23000,1
121,61688,2,64,6,34343,39634,23000,1
40,6540,0,38,6,47077,23000,39634,1
321,33467,0,38,6,19869,23000,39634,1
40,61689,2,64,6,34423,39634,23000,1
40,29320,0,38,6,24297,23000,39634,1
40,61690,2,64,6,34422,39634,23000,1
40,37612,0,38,6,16005,23000,39634,1
63,3803,2,64,17,26740,33006,53,1
63,3804,2,64,17,26739,33006,53,1
63,63696,0,38,17,55422,53,33006,1
63,63608,0,38,17,55510,53,33006,1
61,12240,2,64,17,1931,38293,53,1
61,12241,2,64,17,1930,38293,53,1
61,21834,0,38,17,15377,53,38293,1
61,58301,0,38,17,44445,53,38293,1
60,19371,2,64,6,11186,39636,23000,1
48,54326,0,38,6,64818,23000,39636,1
40,19372,2,64,6,11205,39636,23000,1
121,19373,2,64,6,11123,39636,23000,1
40,51031,0,38,6,2586,23000,39636,1
321,32409,0,38,6,20927,23000,39636,1
40,19374,2,64,6,11203,39636,23000,1
40,47496,0,38,6,6121,23000,39636,1
40,19375,2,64,6,11202,39636,23000,1
40,52962,0,38,6,655,23000,39636,1
63,3925,2,64,17,26618,33006,53,1
63,3926,2,64,17,26617,33006,53,1
63,45555,0,38,17,8028,53,33006,1
63,34652,0,38,17,18931,53,33006,1
60,20491,2,64,6,10066,39638,23000,1
48,41878,0,38,6,11731,23000,39638,1
40,20492,2,64,6,10085,39638,23000,1
121,20493,2,64,6,10003,39638,23000,1
40,4627,0,38,6,48990,23000,39638,1
