len,packet_id,flags,ttl,protocol,checksum,source_port,destination_port,test
44,41719,0,50,6,8822,46740,2222,0
44,60607,0,57,6,53677,46740,30000,0
44,50930,0,37,6,2939,46740,1074,0
44,26043,0,38,6,27570,46740,20,0
44,42731,0,50,6,7810,46740,15002,0
40,13539,0,38,6,40078,2910,46740,0
40,35561,0,38,6,18056,5550,46740,0
40,48368,0,38,6,5249,2160,46740,0
40,36714,0,38,6,16903,5440,46740,0
40,58162,0,38,6,60990,1074,46740,0
40,55868,0,38,6,63284,30000,46740,0
40,34509,0,38,6,19108,2222,46740,0
40,4154,0,38,6,49463,1049,46740,0
40,21492,0,38,6,32125,3826,46740,0
40,14444,0,38,6,39173,15002,46740,0
40,13229,0,38,6,40388,20,46740,0
44,40773,0,43,6,11560,46740,9,0
44,46724,0,55,6,2537,46740,40193,0
44,3631,0,58,6,44862,46740,1169,0
44,48424,0,43,6,3909,46740,301,0
44,1917,0,43,6,50416,46740,9103,0
44,26432,0,44,6,25645,46740,5911,0
44,28032,0,42,6,24557,46740,1098,0
44,6875,0,41,6,45970,46740,8008,0
44,2736,0,49,6,48061,46740,52848,0
44,12239,0,38,6,41374,46740,1117,0
44,57482,0,41,6,60898,46740,27715,0
44,34474,0,37,6,19395,46740,5959,0
44,45920,0,52,6,4109,46740,14000,0
44,61051,0,56,6,53489,46740,1434,0
44,23849,0,40,6,29252,46740,5226,0
44,3910,0,39,6,49447,46740,1185,0
44,35203,0,46,6,16362,46740,2366,0
44,47453,0,43,6,4880,46740,3986,0
44,61921,0,46,6,55179,46740,8022,0
40,27251,0,38,6,26366,9103,46740,0
40,48750,0,38,6,4867,301,46740,0
40,33597,0,38,6,20020,1169,46740,0
40,27169,0,38,6,26448,40193,46740,0
40,18213,0,38,6,35404,9,46740,0
40,54376,0,38,6,64776,1434,46740,0
40,19035,0,38,6,34582,14000,46740,0
40,25514,0,38,6,28103,5959,46740,0
40,40036,0,38,6,13581,27715,46740,0
40,28517,0,38,6,25100,1117,46740,0
40,2834,0,38,6,50783,52848,46740,0
40,43545,0,38,6,10072,8008,46740,0
40,59535,0,38,6,59617,1098,46740,0
40,61154,0,38,6,57998,5911,46740,0
40,968,0,38,6,52649,8022,46740,0
40,50828,0,38,6,2789,3986,46740,0
40,13933,0,38,6,39684,2366,46740,0
40,38899,0,38,6,14718,1185,46740,0
40,14411,0,38,6,39206,5226,46740,0
44,41719,0,41,6,11126,46740,1782,0
44,48774,0,53,6,999,46740,5357,0
44,25848,0,48,6,25205,46740,1076,0
44,57486,0,58,6,56542,46740,15004,0
44,47389,0,56,6,1616,46740,5811,0
44,27066,0,42,6,25523,46740,55056,0
44,29159,0,52,6,20870,46740,1600,0
44,41401,0,57,6,7348,46740,60020,0
44,49083,0,43,6,3250,46740,8093,0
44,17760,0,43,6,34573,46740,2701,0
44,54470,0,39,6,64422,46740,2710,0
44,46993,0,44,6,5084,46740,62078,0
44,52047,0,48,6,64541,46740,50389,0
44,19383,0,43,6,32950,46740,32782,0
44,32606,0,52,6,17423,46740,10001,0
44,35470,0,39,6,17887,46740,8087,0
44,43939,0,38,6,9674,46740,711,0
