len,packet_id,flags,ttl,protocol,checksum,source_port,destination_port,test
0.04,0.71194,0,0.587302,0.3125,0.106714,0.064584,0.714784,0
0.04,0.266602,0,0.587302,0.3125,0.551747,0.501132,0.714784,0
0.04,0.64471,0,0.587302,0.3125,0.173898,0.086101,0.714784,0
0.04,0.601213,0,0.587302,0.3125,0.217365,0.017817,0.714784,0
0.04,0.786624,0,0.587302,0.3125,0.032081,0.091576,0.714784,0
0.04,0.081862,0,0.587302,0.3125,0.736359,0.061158,0.714784,0
0.04,0.591698,0,0.587302,0.3125,0.226874,0.009421,0.714784,0
0.04,0.05234,0,0.587302,0.3125,0.765861,0.097694,0.714784,0
0.04,0.134202,0,0.587302,0.3125,0.684055,0.061234,0.714784,0
0.04,0.660654,0,0.587302,0.3125,0.157965,0.830841,0.714784,0
0.04,0.862301,0,0.587302,0.3125,0.95667,0.019055,0.714784,0
0.04,0.236713,0,0.587302,0.3125,0.581615,0.097036,0.714784,0
0.04,0.859979,0,0.587302,0.3125,0.95899,0.030663,0.714784,0
0.04,0.636951,0,0.587302,0.3125,0.181652,0.04536,0.714784,0
0.04,0.710917,0,0.587302,0.3125,0.107736,0.089634,0.714784,0
0.04,0.458596,0,0.587302,0.3125,0.359885,0.110097,0.714784,0
0.053333,0.896664,0,0.730159,0.3125,0.887105,0.714779,0.069844,0
0.053333,0.116012,0,0.793651,0.3125,0.651379,0.714779,0.128493,0
0.053333,0.492501,0,0.873016,0.3125,0.255613,0.714779,0.049978,0
0.053333,0.565535,0,0.650794,0.3125,0.237328,0.714779,0.15105,0
0.053333,0.712964,0,0.84127,0.3125,0.043116,0.714779,0.019254,0
0.04,0.436251,0,0.587302,0.3125,0.382213,0.128189,0.714784,0
0.053333,0.922109,0,0.666667,0.3125,0.877307,0.714779,0.100063,0
0.053333,0.349945,0,0.809524,0.3125,0.413699,0.714779,0.028506,0
0.053333,0.692819,0,0.587302,0.3125,0.125761,0.714779,0.153114,0
0.053333,0.250214,0,0.793651,0.3125,0.517269,0.714779,0.025799,0
0.053333,0.809381,0,0.634921,0.3125,0.997772,0.714779,0.518421,0
0.04,0.015685,0,0.587302,0.3125,0.802491,0.140683,0.714784,0
0.04,0.965285,0,0.587302,0.3125,0.853757,0.118936,0.714784,0
0.04,0.350189,0,0.587302,0.3125,0.468216,0.01693,0.714784,0
0.04,0.378872,0,0.587302,0.3125,0.439554,0.019667,0.714784,0
0.04,0.36392,0,0.587302,0.3125,0.454496,0.025785,0.714784,0
0.053333,0.749175,0,0.904762,0.3125,0.991514,0.714779,0.01615,0
0.053333,0.369937,0,0.730159,0.3125,0.413257,0.714779,0.001514,0
0.053333,0.689321,0,0.650794,0.3125,0.113628,0.714779,0.001361,0
0.053333,0.147932,0,0.904762,0.3125,0.592131,0.714779,0.017572,0
0.053333,0.262218,0,0.809524,0.3125,0.501366,0.714779,0.752038,0
0.053333,0.512401,0,0.888889,0.3125,0.231819,0.714779,0.017281,0
0.053333,0.019671,0,0.587302,0.3125,0.798446,0.714779,0.061096,0
0.053333,0.626932,0,0.84127,0.3125,0.129088,0.714779,0.017618,0
0.053333,0.728297,0,0.904762,0.3125,0.012164,0.714779,0.123599,0
0.053333,0.878047,0,0.873016,0.3125,0.870545,0.714779,0.350808,0
0.053333,0.778728,0,0.634921,0.3125,0.028189,0.714779,0.047057,0
0.053333,0.394053,0,0.666667,0.3125,0.404786,0.714779,0.015094,0
0.053333,0.627115,0,0.650794,0.3125,0.175791,0.714779,0.028675,0
0.053333,0.917054,0,0.904762,0.3125,0.823751,0.714779,0.067947,0
0.053333,0.922338,0,0.761905,0.3125,0.853635,0.714779,0.47924,0
0.053333,0.149169,0,0.666667,0.3125,0.649502,0.714779,0.023444,0
0.053333,0.170032,0,0.809524,0.3125,0.593489,0.714779,0.103871,0
0.053333,0.927363,0,0.857143,0.3125,0.825171,0.714779,0.026258,0
0.053333,0.553455,0,0.698413,0.3125,0.23768,0.714779,0.016578,0
0.053333,0.174446,0,0.809524,0.3125,0.589078,0.714779,0.205784,0
0.053333,0.653507,0,0.857143,0.3125,0.098625,0.714779,0.017648,0
0.053333,0.654774,0,0.603175,0.3125,0.159872,0.714779,0.059949,0
0.053333,0.311381,0,0.857143,0.3125,0.440515,0.714779,0.03129,0
0.053333,0.038625,0,0.68254,0.3125,0.756063,0.714779,0.994051,0
0.053333,0.950134,0,0.714286,0.3125,0.837579,0.714779,0.066418,0
0.053333,0.377405,0,0.793651,0.3125,0.390165,0.714779,0.122345,0
0.053333,0.918734,0,0.920635,0.3125,0.818165,0.714779,0.013794,0
