len,packet_id,flags,ttl,protocol,checksum,source_port,destination_port,test
44,11212,0,41,6,41633,50969,179,0
44,55644,0,43,6,62224,50969,1244,0
44,41154,0,41,6,11691,50969,5801,0
44,62625,0,37,6,56779,50969,631,0
44,38010,0,39,6,15347,50969,545,0
44,33895,0,51,6,16390,50969,1443,0
44,8253,0,55,6,41008,50969,1028,0
44,5981,0,59,6,42256,50969,7741,0
44,53115,0,39,6,242,50969,254,0
44,51784,0,41,6,1061,50969,2393,0
44,6104,0,45,6,45717,50969,8008,0
44,29610,0,49,6,21187,50969,32770,0
44,53273,0,55,6,61523,50969,1044,0
44,36399,0,51,6,13886,50969,5998,0
44,55920,0,59,6,57852,50969,1091,0
44,2961,0,45,6,48860,50969,3007,0
44,15885,0,39,6,37472,50969,1,0
44,38997,0,51,6,11288,50969,65389,0
44,51724,0,57,6,62560,50969,1027,0
44,8687,0,43,6,43646,50969,10778,0
44,657,0,52,6,49372,50969,9618,0
44,14039,0,52,6,35990,50969,3814,0
44,15184,0,57,6,33565,50969,3323,0
44,20958,0,42,6,31631,50969,1334,0
44,24137,0,43,6,28196,50969,4899,0
44,9827,0,49,6,40970,50969,20031,0
44,48950,0,55,6,311,50969,5679,0
44,10740,0,52,6,39289,50969,4900,0
44,8401,0,51,6,41884,50969,109,0
44,21282,0,50,6,29259,50969,1052,0
44,13253,0,59,6,34984,50969,2161,0
44,3912,0,59,6,44325,50969,2323,0
44,39793,0,41,6,13052,50969,7676,0
44,7145,0,40,6,45956,50969,32775,0
44,28590,0,53,6,21183,50969,1130,0
44,31542,0,40,6,21559,50969,3030,0
44,22760,0,46,6,28805,50969,1036,0
44,60922,0,50,6,55154,50969,211,0
44,43293,0,38,6,10320,50969,1461,0
44,14374,0,48,6,36679,50969,20,0
44,34080,0,47,6,17229,50969,6025,0
44,22960,0,38,6,30653,50969,2105,0
44,8036,0,47,6,43273,50969,1148,0
44,5758,0,57,6,42991,50969,8400,0
44,675,0,42,6,51914,50969,2111,0
44,12780,0,53,6,36993,50969,7937,0
44,44860,0,58,6,3633,50969,144,0
44,36998,0,43,6,15335,50969,2042,0
44,1737,0,55,6,47524,50969,49154,0
44,28421,0,56,6,20584,50969,3493,0
44,31050,0,41,6,21795,50969,5033,0
44,30940,0,57,6,17809,50969,1138,0
44,37027,0,39,6,16330,50969,1600,0
44,31090,0,48,6,19963,50969,1434,0
44,1196,0,52,6,48833,50969,6003,0
44,7460,0,55,6,41801,50969,3001,0
44,53246,0,48,6,63342,50969,49167,0
44,63174,0,38,6,55974,50969,5922,0
44,55155,0,53,6,60153,50969,1067,0
44,54950,0,46,6,62150,50969,2126,0
44,10649,0,47,6,40660,50969,14441,0
44,24589,0,44,6,27488,50969,51103,0
44,55012,0,48,6,61576,50969,2701,0
44,31856,0,46,6,19709,50969,3889,0
44,64573,0,44,6,53039,50969,3390,0
44,42467,0,55,6,6794,50969,1700,0
44,57026,0,47,6,59818,50969,711,0
44,64033,0,50,6,52043,50969,1040,0
44,17541,0,44,6,34536,50969,458,0
44,41764,0,55,6,7497,50969,57294,0
44,55369,0,52,6,60195,50969,7496,0
44,46640,0,47,6,4669,50969,9876,0
44,21669,0,49,6,29128,50969,8021,0
44,23209,0,46,6,28356,50969,55055,0
44,10433,0,57,6,38316,50969,1011,0
44,17822,0,54,6,31695,50969,264,0
44,34575,0,43,6,17758,50969,2010,0
44,18200,0,59,6,30037,50969,1296,0
44,58570,0,47,6,58274,50969,9502,0
44,51015,0,42,6,1574,50969,2492,0
44,16205,0,40,6,36896,50969,1248,0
44,40062,0,51,6,10223,50969,30000,0
44,63313,0,56,6,51227,50969,3372,0
44,64929,0,45,6,52427,50969,5800,0
44,49824,0,41,6,3021,50969,5815,0
44,35171,0,50,6,15370,50969,3005,0
44,50647,0,44,6,1430,50969,10566,0
44,63503,0,38,6,55645,50969,6059,0
44,17980,0,58,6,30513,50969,2065,0
44,23704,0,43,6,28629,50969,8652,0
44,13199,0,40,6,39902,50969,1031,0
44,1628,0,49,6,49169,50969,1100,0
44,56011,0,52,6,59553,50969,50002,0
44,44190,0,50,6,6351,50969,1149,0
44,58165,0,42,6,59959,50969,700,0
44,53850,0,40,6,64786,50969,4321,0
44,7124,0,54,6,42393,50969,106,0
44,34762,0,56,6,14243,50969,3809,0
44,60696,0,57,6,53588,50969,1055,0
44,20363,0,38,6,33250,50969,3370,0
44,51255,0,44,6,822,50969,5003,0
44,33375,0,41,6,19470,50969,1124,0
44,57270,0,54,6,57782,50969,32783,0
44,15015,0,56,6,33990,50969,13456,0
44,56425,0,54,6,58627,50969,3268,0
44,63400,0,57,6,50884,50969,1580,0
44,55926,0,46,6,61174,50969,311,0
44,35344,0,57,6,13405,50969,49160,0
44,46262,0,53,6,3511,50969,2043,0
44,12491,0,48,6,38562,50969,749,0
44,15625,0,51,6,34660,50969,15660,0
44,52199,0,52,6,63365,50969,70,0
44,18674,0,53,6,31099,50969,9500,0
44,51766,0,39,6,1591,50969,52848,0
44,62812,0,51,6,53008,50969,500,0
44,39473,0,52,6,10556,50969,12265,0
44,15532,0,55,6,33729,50969,9503,0
44,61845,0,42,6,56279,50969,987,0
44,12484,0,49,6,38313,50969,1236,0
44,13816,0,47,6,37493,50969,1072,0
44,60498,0,46,6,56602,50969,5825,0
44,24831,0,59,6,23406,50969,1272,0
44,30695,0,50,6,19846,50969,2638,0
44,41254,0,38,6,12359,50969,5190,0
44,42808,0,52,6,7221,50969,33354,0
44,22444,0,40,6,30657,50969,901,0
44,59798,0,38,6,59350,50969,125,0
44,36813,0,44,6,15264,50969,10617,0
44,59859,0,43,6,58009,50969,8011,0
44,9861,0,45,6,41960,50969,1688,0
44,39301,0,51,6,10984,50969,32769,0
44,54540,0,59,6,59232,50969,5550,0
44,27366,0,51,6,22919,50969,26,0
44,35378,0,49,6,15419,50969,1721,0
44,7479,0,40,6,45622,50969,9040,0
